VideoId,AnnotatorId,timeSpent,Types,Other types,Categories,Other categories,
616693,1401440330926,97,["event-coverage"],,["auto";"culture";"people";"sport"],,
1787,1400499406380,53,["news-item"],,["art";"culture";"science-technology"],,
630540,1400509721599,22,["event-coverage"],,["science-technology"],,
155885,1400526919882,30,["event-coverage"],,["sport"],,
630633,1401469046820,32,["news-item"],,["travelling"],,
630774,1401469046820,107,["news-item"],,["people"],,
624186,1400536477239,133,["event-coverage"],,["animal-pets";"comedy-entertainment"],,
612245,1401469046820,33,["documentary-report"],,["science-technology"],,
615564,1400440021910,49,["event-coverage"],,["people"],,
6701,1400440021910,54,["news-item"],,["politics"],,
639530,1400504014770,33,["news-item"],,["science-technology"],,
2389,1400501110446,142,["documentary-report"],,["culture"],,
1167,1400526919882,60,["documentary-report"],,["people"],Buildings,
615060,1401469046820,70,["documentary-report"],,["art";"people"],,
621028,1400440021910,105,["event-coverage"],,["sport"],,
2946,1400609429182,150,["event-coverage"],,["people"],,
2661,1400610258558,65,["documentary-report"],,["culture"],,
624436,1400440021910,67,["documentary-report"],,["gaming"],,
615411,1401806387474,193,["event-coverage";"news-item"],,["culture";"people"],Leisure time,
122181,1400256430793,22,["event-coverage";"news-item"],,["culture";"people"],,
160092,1400256430793,11,["event-coverage"],,["animal-pets"],,
2179,1400256430793,26,["news-item"],,["auto"],,
617854,1401391683280,113,["documentary-report"],,["auto";"culture"],History,
616609,1400614433921,48,["event-coverage"],,["sport"],,
633428,1401400572763,151,["news-item"],,["culture";"education"],,
615283,1400331467028,78,["news-item"],,["gaming"],,
615588,1400331467028,180,["news-item"],,["comedy-entertainment";"howto-style"],,
155532,1400256430793,67,["event-coverage"],,["comedy-entertainment";"culture"],,
160133,1400331467028,121,["news-item"],,["comedy-entertainment"],,
621116,1401806387474,62,["news-item"],,["sport"],,
630851,1400256430793,15,["event-coverage"],,["travelling"],,
624385,1400256430793,55,["documentary-report";"news-item"],,["culture"],,
14588,1400256430793,16,["news-item"],,["politics"],,
621275,1401806387474,90,["event-coverage";"news-item"],,["auto";"culture";"sport"],,
151278,1400256430793,82,["news-item"],,["culture";"politics"],,
625875,1400256430793,36,["news-item"],,["people"],,
626138,1400256430793,15,["event-coverage"],,["sport"],,
637704,1401806387474,502,["video-blog"],,["animal-pets"],,
128749,1400440021910,46,["news-item"],,["auto"],,
616693,1400331467028,121,["news-item"],,["gaming";"sport"],,
1293,1400256430793,72,["documentary-report"],,["culture"],,
73858,1400865338866,52,["event-coverage"],,["sport"],,
151031,1400746853302,105,["documentary-report"],,["politics"],,
631671,1401806387474,120,["news-item"],,["art";"education"],,
1095,1400331467028,191,["documentary-report"],,["science-technology"],natuur en milieu,
15581,1400331467028,114,["documentary-report"],,["culture";"people";"science-technology"],,
617485,1400331467028,100,["event-coverage"],,["sport"],,
620971,1400440021910,93,["event-coverage"],,["gaming"],,
638047,1400610258558,107,["films"],,["travelling"],,
618109,1400496653124,87,["event-coverage"],,["auto";"sport"],,
621669,1401400572763,97,["event-coverage"],,["sport"],,
618084,1400610258558,80,["event-coverage"],,["howto-style"],,
155955,1400256430793,17,["documentary-report"],,["culture"],,
61831,1400256430793,61,["documentary-report"],,["culture"],Living?,
148241,1401806387474,147,["news-item"],,["auto";"howto-style";"travelling"],,
614858,1401391683280,97,["documentary-report"],,["culture";"people";"travelling"],History,
630200,1400331467028,56,["documentary-report"],,["gaming";"sport"],,
160161,1400256430793,16,["event-coverage"],,["culture";"people"],,
631648,1400256430793,87,["event-coverage"],,["culture"],,
631648,1400256430793,14,["event-coverage"],,["culture";"people"],,
638788,1400331467028,138,["news-item"],,["people"],,
151856,1400256430793,46,["documentary-report"],,["auto"],,
86130,1400331467028,81,["documentary-report"],,["education"],,
631201,1400256430793,57,["documentary-report"],,["culture"],,
638118,1400614433921,45,["event-coverage"],,["education";"sport"],,
616306,1400256430793,21,["event-coverage"],,["sport"],,
616818,1400256430793,71,["event-coverage"],,["auto";"sport"],,
617826,1400256430793,51,["event-coverage"],,["culture"],,
616990,1401400572763,178,["event-coverage";"news-item"],,["sport"],,
2235,1400256430793,91,["documentary-report"],,["travelling"],,
3828,1400256430793,44,["series"],,["culture";"science-technology"],,
625987,1400256430793,16,["event-coverage"],,["culture"],,
630387,1400256430793,113,["event-coverage";"news-item"],,["culture";"people"],,
625821,1400331467028,92,["documentary-report"],,["art"],,
621357,1400256430793,4462,["event-coverage";"news-item"],,["animal-pets";"sport"],,
615490,1400256430793,68,["documentary-report"],,["people"],,
2277,1400331467028,66,["news-item"],,["culture";"howto-style"],,
621403,1401400572763,142,["news-item"],,["sport"],,
626032,1401400572763,224,["news-item"],,["science-technology";"sport"],,
28984,1401391683280,187,["documentary-report"],,["education"],History,
637984,1400331467028,152,["documentary-report"],,["auto";"education"],,
637681,1401391683280,91,["documentary-report";"event-coverage"],,["culture";"gaming";"people"],History,
621579,1400256430793,48,["documentary-report"],,["culture";"sport"],,
2583,1400256430793,28,["news-item"],,["culture";"people"],,
29819,1400331467028,153,["news-item"],,["art"],,
621039,1400256430793,16,["event-coverage";"news-item"],,["sport"],,
631469,1401391683280,249,["documentary-report"],,["auto";"culture";"people";"travelling"],History,
955,1400256430793,66,["event-coverage";"news-item"],,["culture";"people"],,
2081,1401806387474,20,["news-item"],,["culture";"people";"travelling"],,
160881,1400256430793,108,["news-item"],,["auto"],,
630752,1400256430793,160,["documentary-report";"event-coverage"],,["culture";"travelling"],,
2221,1401391683280,117,["documentary-report"],,["auto";"culture";"people";"travelling"],History,
21994,1400256430793,61,["documentary-report"],,["science-technology"],,
43555,1400256430793,50,["news-item"],,["culture";"people"],,
613631,1400256430793,11,["event-coverage"],,["sport"],,
616531,1400256430793,56,["event-coverage"],,["culture"],,
2193,1401806387474,109,["news-item"],,["howto-style"],,
624287,1400256430793,52,["news-item"],,["people"],,
621300,1400256430793,83,["event-coverage";"news-item"],,["gaming"],,
3192,1401400572763,138,["event-coverage"],,["sport"],,
1801,1400331467028,82,["news-item"],,[],natuur,
630741,1400256430793,59,["news-item"],,["culture";"people"],,
624062,1400256430793,29,["documentary-report"],,["animal-pets"],,
1871,1400256430793,93,["event-coverage"],,["travelling"],,
85414,1400256430793,46,["documentary-report";"news-item"],,["people";"politics"],,
165057,1400331467028,15,["event-coverage"],,["sport"],,
627998,1400331467028,61,["documentary-report"],,["science-technology"],,
913,1401806387474,661,["event-coverage";"news-item"],,["howto-style";"people"],,
159704,1400256430793,110,["event-coverage"],,["culture";"sport"],,
613689,1401806387474,55,["event-coverage"],,["sport"],,
1279,1400331467028,73,["news-item"],,["comedy-entertainment"],,
151434,1400331467028,54,["event-coverage"],,["sport"],,
638108,1400256430793,24,["event-coverage"],,["sport"],,
1535,1400256430793,85,["event-coverage"],,["culture";"people"],,
2067,1400256430793,13,["news-item"],,["people"],,
638070,1400256430793,57,["event-coverage";"news-item"],,["people"],,
617543,1400331467028,57,["event-coverage"],,["auto";"sport"],,
625793,1400331467028,61,["news-item"],,["sport"],,
10692,1400256430793,24,["news-item"],,["people"],,
1759,1400256430793,33,["documentary-report"],,["culture"],,
637750,1400331467028,175,["news-item"],,["gaming";"people"],,
624310,1400440021910,134,["documentary-report"],,["animal-pets"],,
634396,1400865338866,30,["news-item"],,["culture"],,
2235,1400440021910,141,["event-coverage"],,["people"],,
630703,1401806387474,121,["news-item"],,["auto";"howto-style";"travelling"],,
1857,1401806387474,105,["news-item"],,["culture";"people"],,
621039,1400401055051,67,["event-coverage"],,["sport"],,
151639,1401806387474,44,["news-item"],,["people"],,
630726,1400401055051,97,["news-item"],,["travelling"],,
3208,1400614433921,88,["documentary-report"],,["culture"],Religion,
638813,1400401055051,29,["news-item"],,["sport"],,
1815,1400401055051,31,["news-item"],,["culture"],,
616483,1401805957932,29,["news-item"],,["animal-pets"],,
149961,1400401055051,92,["news-item"],,["auto"],,
617569,1401805957932,33,["event-coverage"],,["sport"],,
630283,1400440021910,138,["documentary-report"],,["howto-style"],,
1405,1400440021910,517,["event-coverage"],,["travelling"],,
613631,1401359124157,43,["news-item"],,["sport"],,
151312,1400575914995,196,["video-blog"],,["auto"],,
2946,1401269294699,138,["event-coverage"],,["people"],,
631313,1401805957932,83,["documentary-report"],,["people";"sport"],,
165084,1400539559710,278,["event-coverage"],,["people"],,
621487,1401359124157,93,["event-coverage"],,["sport"],,
165057,1401359124157,11,["event-coverage"],,["sport"],,
625686,1401806387474,65,["event-coverage"],,["culture"],,
62169,1401359124157,98,["documentary-report"],,["culture"],,
613521,1400440021910,186,["documentary-report"],,["art"],,
151573,1401806387474,92,["news-item"],,["science-technology";"sport"],,
1535,1401359124157,72,["event-coverage"],,["culture";"sport"],,
627986,1401805957932,65,["documentary-report"],,["education"],,
151252,1400401055051,82,["event-coverage"],,["sport"],,
616277,1401269294699,57,["news-item"],,["people";"sport"],,
1321,1401805957932,138,["news-item"],,["art";"comedy-entertainment";"culture"],,
631469,1401269294699,71,["documentary-report"],,["people"],nature,
630091,1400440021910,306,["event-coverage"],,["people"],,
2801,1400258446070,29,["event-coverage"],,["people"],,
630457,1401806387474,132,["event-coverage";"news-item"],,["culture";"howto-style"],Leisure time,
1493,1400440021910,143,["documentary-report"],,["politics"],,
630387,1400401055051,35,["event-coverage"],,["culture"],,
3828,1401359124157,33,["documentary-report"],,["culture"],,
155955,1400401055051,62,["documentary-report"],,["culture"],,
151339,1400401055051,145,["documentary-report"],,["education"],,
616531,1400575914995,146,["news-item"],,["culture";"people"],,
151278,1401805957932,61,["news-item"],,["howto-style";"politics"],,
625987,1401805957932,90,["news-item"],,["science-technology"],,
2818,1401359124157,21,["event-coverage"],,["culture"],,
615242,1400575914995,105,["event-coverage"],,["culture";"people"],,
638618,1401805957932,27,["documentary-report"],,["science-technology"],,
615308,1400969394969,49,["documentary-report"],,["education";"people";"science-technology"],,
618242,1400440021910,137,["documentary-report"],,["animal-pets"],,
639267,1401359124157,25,["documentary-report"],,["music"],,
